"id","name","code","account_type","reconcile","","name@vi_VN"
"chart2135","Computer software","2135","asset_non_current","False","l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_investing_21_dr","Chương trình phần mềm"
"chart2136","Licenses & franchises","2136","asset_non_current","False","l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_investing_21_dr","Giấy phép và giấy phép nhượng quyền"
"chart2138","Other intangible fixed assets","2138","asset_non_current","False","l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_investing_21_dr","TSCĐ vô hình khác"
"chart2141","Depreciation of tangible fixed assets","2141","asset_non_current","False","","Hao mòn TSCĐ hữu hình"
"chart2142","Depreciation of financial leased assets","2142","asset_non_current","False","","Hao mòn TSCĐ thuê tài chính"
"chart2143","Depreciation of intangible fixed assets","2143","asset_non_current","False","","Hao mòn TSCĐ vô hình"
"chart2147","Depreciation of investment properties","2147","asset_non_current","False","","Hao mòn bất động sản đầu tư"
"chart217","Investment properties","217","asset_non_current","False","l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_investing_21_dr","Bất động sản đầu tư"
"chart221","Investment in subsidiaries","221","asset_non_current","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_investing_25_dr,l10n_vn.cash_flow_financing_30_cr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_26_cr","Đầu tư vào công ty con"
"chart222","Investment in joint ventures and associates","222","asset_non_current","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_investing_25_dr,l10n_vn.cash_flow_financing_30_cr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_26_cr","Đầu tư vào công ty liên doanh, liên kết"
"chart2281","Equity investments in other entities","2281","asset_non_current","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_investing_25_dr,l10n_vn.cash_flow_financing_30_cr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_26_cr","Đầu tư góp vốn vào đơn vị khác"
"chart2288","Other investment","2288","asset_non_current","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_investing_25_dr,l10n_vn.cash_flow_financing_30_cr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_26_cr","Đầu tư khác"
"chart2291","Provision for decline in value of trading securities","2291","asset_non_current","False","","Dự phòng giảm giá chứng khoán kinh doanh"
"chart2292","Provision for investment loss in other entities","2292","asset_non_current","False","","Dự phòng tổn thất đầu tư vào đơn vị khác"
"chart2293","Provision for doubtful debts","2293","asset_non_current","False","","Dự phòng phải thu khó đòi"
"chart2294","Provision for reserve inventories","2294","asset_non_current","False","","Dự phòng giảm giá hàng tồn kho"
"chart2411","Acquisition of fixed assets","2411","asset_non_current","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_investing_21_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_operating_07_cr,l10n_vn.cash_flow_financing_30_cr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_21_dr","Mua sắm TSCĐ"
"chart2412","Construction in progress","2412","asset_non_current","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_investing_21_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_33_dr,l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_operating_07_cr,l10n_vn.cash_flow_financing_30_cr,l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_financing_33_2_dr,l10n_vn.cash_flow_investing_21_dr","Xây dựng cơ bản"
"chart2413","Major repairs of fixed assets","2413","asset_non_current","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_investing_21_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_30_dr,l10n_vn.cash_flow_operating_07_cr,l10n_vn.cash_flow_financing_30_cr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_21_dr","Sửa chữa lớn TSCĐ"
"chart242","Prepaid expenses","242","asset_prepayments","False","l10n_vn.cash_flow_operating_04_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_20_dr,l10n_vn.cash_flow_operating_07_dr","Chi phí trả trước"
"chart243","Deferred tax assets","243","asset_non_current","False","","Tài sản thuế thu nhập hoãn lại"
"chart244","Mortgage, collaterals and deposits","244","asset_non_current","False","","Cầm cố, thế chấp, ký quỹ, kýcược"
"chart331","Trade payables","331","liability_payable","True","l10n_vn.cash_flow_operating_02_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_20_dr,l10n_vn.cash_flow_operating_07_dr","Phải trả cho người bán"
"chart33311","Output VAT","33311","liability_current","False","l10n_vn.cash_flow_investing_20_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_01_cr","Thuế GTGT đầu ra"
"chart33312","VAT on imported goods","33312","liability_current","False","l10n_vn.cash_flow_investing_20_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_01_cr","Thuế GTGT hàng nhập khẩu"
"chart3332","Special consumption tax","3332","liability_current","False","","Thuế tiêu thụ đặc biệt"
"chart3333","Import & export tax","3333","liability_current","False","","Thuế xuất, nhập khẩu"
"chart3334","Corporate income tax","3334","liability_current","False","l10n_vn.cash_flow_operating_05_dr,l10n_vn.cash_flow_investing_20_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_50_dr","Thuế thu nhập doanh nghiệp"
"chart3335","Personal income tax","3335","liability_current","False","","Thuế thu nhập cá nhân"
"chart3336","Natural resources using tax","3336","liability_current","False","","Thuế tài nguyên"
"chart3337","Land & housing tax, land rental charges","3337","liability_current","False","","Thuế nhà đất, tiền thuê đất"
"chart33381","Environment protection tax","33381","liability_current","False","","Thuế bảo vệ môi trường"
"chart33382","Other taxes","33382","liability_current","False","","Các loại thuế khác"
"chart3339","Fees & charges & other payables","3339","liability_payable","True","","Phí, lệ phí và các khoản phải nộp khác"
"chart3341","Payables to staff","3341","liability_payable","True","l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_20_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_operating_03_dr","Phải trả công nhân viên"
"chart3348","Payables to others","3348","liability_payable","True","l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_20_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_operating_03_dr","Phải trả người lao động khác"
"chart335","Accrued expenses","335","liability_payable","True","l10n_vn.cash_flow_operating_04_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_investing_20_dr,l10n_vn.cash_flow_operating_07_dr","Chi phí phải trả"
"chart3361","Internal payables for working capital received","3361","liability_payable","True","","Phải trả nội bộ về vốn kinh doanh"
"chart3362","Internal payables for foreign exchange differences","3362","liability_payable","True","","Phải trả nội bộ về chênh lệch tỷ giá"
"chart3363","Internal payables for borrowing costs eligible for capitalization","3363","liability_payable","True","","Phải trả nội bộ về chi phí đi vay đủ điều kiện được vốn hoá"
"chart3368","Other internal payables","3368","liability_payable","True","","Phải trả nội bộ khác"
"chart337","Progress billings for construction contracts","337","liability_payable","True","","Thanh toán theo tiến độ kế hoạch hợp đồng xây dựng"
"chart3381","Surplus of assets awaiting for resolution","3381","liability_payable","True","","Tài sản thừa chờ giải quyết"
"chart3382","Trade union fees","3382","liability_payable","True","","Kinh phí công đoàn"
"chart3383","Social insurance","3383","liability_payable","True","","Bảo hiểm xã hội"
"chart3384","Health insurance","3384","liability_payable","True","","Bảo hiểm y tế"
"chart3385","Payables on equitization","3385","liability_payable","True","","Phải trả về cổ phần hóa"
"chart3386","Unemployment insurance","3386","liability_payable","True","","Bảo hiểm thất nghiệp"
"chart3387","Unearned revenue","3387","liability_payable","True","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_investing_27_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_financing_30_cr","Doanh thu chưa thực hiện"
"chart3388","Other payables","3388","liability_payable","True","l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_36_dr","Phải trả, phải nộp khác"
"chart3411","Borrowings","3411","liability_current","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_financing_34_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_33_1_cr,l10n_vn.cash_flow_financing_40_cr,l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_financing_33_cr","Các khoản đi vay"
"chart3412","Financial leased liabilities","3412","liability_current","False","l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_35_dr","Nợ thuê tài chính"
"chart3431","Ordinary bonds","3431","liability_current","False","","Trái phiếu thường"
"chart34311","Par value of bonds","34311","liability_current","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_financing_34_dr,l10n_vn.cash_flow_financing_33_2_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_33_dr,l10n_vn.cash_flow_financing_40_cr,l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_financing_33_2_dr,l10n_vn.cash_flow_financing_33_cr","Mệnh giá trái phiếu"
"chart34312","Bond discounts","34312","liability_current","False","l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_financing_33_2_dr,l10n_vn.cash_flow_financing_33_dr","Chiết khấu trái phiếu"
"chart34313","Bond premiums","34313","liability_current","False","l10n_vn.cash_flow_financing_33_2_cr,l10n_vn.cash_flow_financing_40_cr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_financing_33_cr","Phụ trội trái phiếu"
"chart3432","Convertible bonds","3432","liability_current","False","l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_financing_34_dr,l10n_vn.cash_flow_financing_33_2_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_33_dr,l10n_vn.cash_flow_financing_40_cr,l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_financing_33_2_dr,l10n_vn.cash_flow_financing_33_cr","Trái phiếu chuyển đổi"
"chart344","Deposits received","344","liability_current","False","","Nhận ký quỹ, ký cược"
"chart347","Deferred tax liabilities","347","liability_current","False","","Thuế thu nhập hoãn lại phải trả"
"chart3521","Product warranty provisions","3521","liability_current","False","","Dự phòng bảo hành sản phẩm hàng hóa"
"chart3522","Construction warranty provisions","3522","liability_current","False","","Dự phòng bảo hành công trình xây dựng"
"chart3523","Enterprise restructuring provisions","3523","liability_current","False","","Dự phòng tái cơ cấu doanh nghiệp"
"chart3524","Other provisions","3524","liability_current","False","","Dự phòng phải trả khác"
"chart3531","Bonus fund","3531","liability_current","False","","Quỹ khen thưởng"
"chart3532","Welfare fund","3532","liability_current","False","","Quỹ phúc lợi"
"chart3533","Welfare fund used for fixed asset acquisitions","3533","liability_current","False","","Quỹ phúc lợi đã hình thành TSCĐ"
"chart3534","Management bonus fund","3534","liability_current","False","","Quỹ thưởng ban quản lý điều hành công ty"
"chart3561","Science and technology development fund","3561","liability_current","False","","Quỹ phát triển khoa học và công nghệ"
"chart3562","Science and technology development fund used for fixed asset acquisition","3562","liability_current","False","","Quỹ phát triển khoa học và công nghệ đã hình thành TSCĐ"
"chart357","Price stabilization fund","357","liability_current","False","","Quỹ bình ổn giá"
"chart41111","Ordinary shares with voting rights","41111","equity","False","l10n_vn.cash_flow_financing_32_dr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_40_cr,l10n_vn.cash_flow_financing_31_cr,l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr","Cổ phiếu phổ thông có quyền biểu quyết"
"chart41112","Preference shares","41112","equity","False","l10n_vn.cash_flow_financing_32_dr,l10n_vn.cash_flow_financing_50_cr,l10n_vn.cash_flow_operating_06_cr,l10n_vn.cash_flow_financing_33_2_cr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_40_cr,l10n_vn.cash_flow_financing_31_cr,l10n_vn.cash_flow_financing_40_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_financing_33_cr","Cổ phiếu ưu đãi"
"chart4112","Capital surplus","4112","equity","False","l10n_vn.cash_flow_financing_32_dr,l10n_vn.cash_flow_financing_50_dr,l10n_vn.cash_flow_operating_07_dr,l10n_vn.cash_flow_financing_40_dr","Thặng dư vốn cổ phần"
